0,1
Tom Davies,https://www.premierleague.com/players/13389/Tom-Davies/stats?co=1&se=-1
Keinan Davis,https://www.premierleague.com/players/13130/Keinan-Davis/stats?co=1&se=-1
Craig Dawson,https://www.premierleague.com/players/4198/Craig-Dawson/stats?co=1&se=-1
Laurens De Bock,https://www.premierleague.com/players/12198/Laurens-De-Bock/stats?co=1&se=-1
Kevin De Bruyne,https://www.premierleague.com/players/4288/Kevin-De-Bruyne/stats?co=1&se=-1
David de Gea,https://www.premierleague.com/players/4330/David-de-Gea/stats?co=1&se=-1
Troy Deeney,https://www.premierleague.com/players/9947/Troy-Deeney/stats?co=1&se=-1
Liam Delap,https://www.premierleague.com/players/51813/Liam-Delap/stats?co=1&se=-1
Fabian Delph,https://www.premierleague.com/players/3799/Fabian-Delph/stats?co=1&se=-1
Lars Dendoncker,https://www.premierleague.com/players/67927/Lars-Dendoncker/stats?co=1&se=-1
Emmanuel Dennis,https://www.premierleague.com/players/20701/Emmanuel-Dennis/stats?co=1&se=-1
Halil Dervisoglu,https://www.premierleague.com/players/49461/Halil-Dervisoglu/stats?co=1&se=-1
Alfie Devine,https://www.premierleague.com/players/77990/Alfie-Devine/stats?co=1&se=-1
Kiernan Dewsbury-Hall,https://www.premierleague.com/players/14706/Kiernan-Dewsbury-Hall/stats?co=1&se=-1
Amad Diallo,https://www.premierleague.com/players/69176/Amad-Diallo/stats?co=1&se=-1
Luis Díaz,https://www.premierleague.com/players/66669/Luis-D%C3%ADaz/stats?co=1&se=-1
Thomas Dickson-Peters,https://www.premierleague.com/players/33345/Thomas-Dickson-Peters/stats?co=1&se=-1
Eric Dier,https://www.premierleague.com/players/4112/Eric-Dier/stats?co=1&se=-1
Lucas Digne,https://www.premierleague.com/players/5758/Lucas-Digne/stats?co=1&se=-1
Diogo Dalot,https://www.premierleague.com/players/24252/Diogo-Dalot/stats?co=1&se=-1
Diogo Jota,https://www.premierleague.com/players/19758/Diogo-Jota/stats?co=1&se=-1
Issa Diop,https://www.premierleague.com/players/49884/Issa-Diop/stats?co=1&se=-1
Elijah Dixon-Bonner,https://www.premierleague.com/players/24231/Elijah-Dixon-Bonner/stats?co=1&se=-1
Moussa Djenepo,https://www.premierleague.com/players/52153/Moussa-Djenepo/stats?co=1&se=-1
Lewis Dobbin,https://www.premierleague.com/players/51511/Lewis-Dobbin/stats?co=1&se=-1
Owen Dodgson,https://www.premierleague.com/players/66524/Owen-Dodgson/stats?co=1&se=-1
Matt Doherty,https://www.premierleague.com/players/4229/Matt-Doherty/stats?co=1&se=-1
Domingos Quina,https://www.premierleague.com/players/19678/Domingos-Quina/stats?co=1&se=-1
Abdoulaye Doucouré,https://www.premierleague.com/players/13823/Abdoulaye-Doucour%C3%A9/stats?co=1&se=-1
Douglas Luiz,https://www.premierleague.com/players/24626/Douglas-Luiz/stats?co=1&se=-1
Kieran Dowell,https://www.premierleague.com/players/10455/Kieran-Dowell/stats?co=1&se=-1
Tommy Doyle,https://www.premierleague.com/players/24637/Tommy-Doyle/stats?co=1&se=-1
Cody Drameh,https://www.premierleague.com/players/24811/Cody-Drameh/stats?co=1&se=-1
Danny Drinkwater,https://www.premierleague.com/players/3670/Danny-Drinkwater/stats?co=1&se=-1
Anthony Driscoll-Glennon,https://www.premierleague.com/players/23810/Anthony-Driscoll-Glennon/stats?co=1&se=-1
Martin Dúbravka,https://www.premierleague.com/players/6451/Martin-D%C3%BAbravka/stats?co=1&se=-1
Shane Duffy,https://www.premierleague.com/players/3601/Shane-Duffy/stats?co=1&se=-1
Paul Dummett,https://www.premierleague.com/players/4340/Paul-Dummett/stats?co=1&se=-1
Lewis Dunk,https://www.premierleague.com/players/8163/Lewis-Dunk/stats?co=1&se=-1
Jimmy Dunne,https://www.premierleague.com/players/14829/Jimmy-Dunne/stats?co=1&se=-1
Frankie Ealing,https://www.premierleague.com/players/74787/Frankie-Ealing/stats?co=1&se=-1
Ederson,https://www.premierleague.com/players/12707/Ederson/stats?co=1&se=-1
Odsonne Édouard,https://www.premierleague.com/players/16788/Odsonne-%C3%89douard/stats?co=1&se=-1
Samuel Edozie,https://www.premierleague.com/players/66658/Samuel-Edozie/stats?co=1&se=-1
Edward Rowe,https://www.premierleague.com/players/70755/Edward-Rowe/stats?co=1&se=-1
Pierre Ekwah,https://www.premierleague.com/players/51224/Pierre-Ekwah/stats?co=1&se=-1
Anwar El Ghazi,https://www.premierleague.com/players/11033/Anwar-El-Ghazi/stats?co=1&se=-1
Anthony Elanga,https://www.premierleague.com/players/49259/Anthony-Elanga/stats?co=1&se=-1
Robert Elliot,https://www.premierleague.com/players/2214/Robert-Elliot/stats?co=1&se=-1
Harvey Elliott,https://www.premierleague.com/players/33185/Harvey-Elliott/stats?co=1&se=-1
Mohamed Elyounoussi,https://www.premierleague.com/players/15967/Mohamed-Elyounoussi/stats?co=1&se=-1
Emerson,https://www.premierleague.com/players/16803/Emerson/stats?co=1&se=-1
Emerson Royal,https://www.premierleague.com/players/63654/Emerson-Royal/stats?co=1&se=-1
Emiliano Marcondes,https://www.premierleague.com/players/32388/Emiliano-Marcondes/stats?co=1&se=-1
Björn Engels,https://www.premierleague.com/players/12199/Bj%C3%B6rn-Engels/stats?co=1&se=-1
Christian Eriksen,https://www.premierleague.com/players/4845/Christian-Eriksen/stats?co=1&se=-1
Peter Etebo,https://www.premierleague.com/players/43087/Peter-Etebo/stats?co=1&se=-1
Jonny Evans,https://www.premierleague.com/players/3156/Jonny-Evans/stats?co=1&se=-1
Oliver Ewing,https://www.premierleague.com/players/51530/Oliver-Ewing/stats?co=1&se=-1
Timothy Eyoma,https://www.premierleague.com/players/15123/Timothy-Eyoma/stats?co=1&se=-1
Eberechi Eze,https://www.premierleague.com/players/21584/Eberechi-Eze/stats?co=1&se=-1
Lukasz Fabianski,https://www.premierleague.com/players/3309/Lukasz-Fabianski/stats?co=1&se=-1
Fabinho,https://www.premierleague.com/players/11247/Fabinho/stats?co=1&se=-1
Fábio Silva,https://www.premierleague.com/players/66670/F%C3%A1bio-Silva/stats?co=1&se=-1
Malachi Fagan-Walcott,https://www.premierleague.com/players/31663/Malachi-Fagan-Walcott/stats?co=1&se=-1
Akin Famewo,https://www.premierleague.com/players/19752/Akin-Famewo/stats?co=1&se=-1
Juan Familia-Castillo,https://www.premierleague.com/players/23703/Juan-Familia-Castillo/stats?co=1&se=-1
Josh Feeney,https://www.premierleague.com/players/114485/Josh-Feeney/stats?co=1&se=-1
Felipe Anderson,https://www.premierleague.com/players/6784/Felipe-Anderson/stats?co=1&se=-1
Felix Nmecha,https://www.premierleague.com/players/19922/Felix-Nmecha/stats?co=1&se=-1
Kiko Femenía,https://www.premierleague.com/players/22546/Kiko-Femen%C3%ADa/stats?co=1&se=-1
Evan Ferguson,https://www.premierleague.com/players/71590/Evan-Ferguson/stats?co=1&se=-1
Álvaro Fernández,https://www.premierleague.com/players/23585/%C3%81lvaro-Fern%C3%A1ndez/stats?co=1&se=-1
Fernandinho,https://www.premierleague.com/players/4804/Fernandinho/stats?co=1&se=-1
Will Ferry,https://www.premierleague.com/players/22002/Will-Ferry/stats?co=1&se=-1
Ryan Finnigan,https://www.premierleague.com/players/78267/Ryan-Finnigan/stats?co=1&se=-1
Junior Firpo,https://www.premierleague.com/players/33046/Junior-Firpo/stats?co=1&se=-1
William Fish,https://www.premierleague.com/players/51582/William-Fish/stats?co=1&se=-1
Ethan Fitzhugh,https://www.premierleague.com/players/51544/Ethan-Fitzhugh/stats?co=1&se=-1
Ashley Fletcher,https://www.premierleague.com/players/13145/Ashley-Fletcher/stats?co=1&se=-1
Shane Flynn,https://www.premierleague.com/players/52959/Shane-Flynn/stats?co=1&se=-1
Phil Foden,https://www.premierleague.com/players/14805/Phil-Foden/stats?co=1&se=-1
Wesley Fofana,https://www.premierleague.com/players/66284/Wesley-Fofana/stats?co=1&se=-1
Shaqai Forde,https://www.premierleague.com/players/114256/Shaqai-Forde/stats?co=1&se=-1
Pablo Fornals,https://www.premierleague.com/players/25246/Pablo-Fornals/stats?co=1&se=-1
Adam Forshaw,https://www.premierleague.com/players/3877/Adam-Forshaw/stats?co=1&se=-1
Marcus Forss,https://www.premierleague.com/players/15170/Marcus-Forss/stats?co=1&se=-1
Fraser Forster,https://www.premierleague.com/players/3170/Fraser-Forster/stats?co=1&se=-1
Ben Foster,https://www.premierleague.com/players/2932/Ben-Foster/stats?co=1&se=-1
Tariqe Fosu-Henry,https://www.premierleague.com/players/10883/Tariqe-Fosu-Henry/stats?co=1&se=-1
Jack Francis,https://www.premierleague.com/players/98301/Jack-Francis/stats?co=1&se=-1
Ryan Fraser,https://www.premierleague.com/players/8052/Ryan-Fraser/stats?co=1&se=-1
Melkamu Frauendorf,https://www.premierleague.com/players/107830/Melkamu-Frauendorf/stats?co=1&se=-1
Fred,https://www.premierleague.com/players/5906/Fred/stats?co=1&se=-1
Ryan Fredericks,https://www.premierleague.com/players/3958/Ryan-Fredericks/stats?co=1&se=-1
Christian Fuchs,https://www.premierleague.com/players/5371/Christian-Fuchs/stats?co=1&se=-1
James Furlong,https://www.premierleague.com/players/66367/James-Furlong/stats?co=1&se=-1
Gabriel Jesus,https://www.premierleague.com/players/19680/Gabriel-Jesus/stats?co=1&se=-1
Gabriel Magalhães,https://www.premierleague.com/players/50234/Gabriel-Magalh%C3%A3es/stats?co=1&se=-1
Gabriel Martinelli,https://www.premierleague.com/players/66104/Gabriel-Martinelli/stats?co=1&se=-1
Ethan Galbraith,https://www.premierleague.com/players/24649/Ethan-Galbraith/stats?co=1&se=-1
Conor Gallagher,https://www.premierleague.com/players/21887/Conor-Gallagher/stats?co=1&se=-1
Eric García,https://www.premierleague.com/players/24635/Eric-Garc%C3%ADa/stats?co=1&se=-1
James Garner,https://www.premierleague.com/players/23841/James-Garner/stats?co=1&se=-1
Dwight Gayle,https://www.premierleague.com/players/4771/Dwight-Gayle/stats?co=1&se=-1
Jean-Philippe Gbamin,https://www.premierleague.com/players/20187/Jean-Philippe-Gbamin/stats?co=1&se=-1
Joe Gelhardt,https://www.premierleague.com/players/51754/Joe-Gelhardt/stats?co=1&se=-1
Rachid Ghezzal,https://www.premierleague.com/players/6889/Rachid-Ghezzal/stats?co=1&se=-1
Saman Ghoddos,https://www.premierleague.com/players/25094/Saman-Ghoddos/stats?co=1&se=-1
Dimitris Giannoulis,https://www.premierleague.com/players/19591/Dimitris-Giannoulis/stats?co=1&se=-1
Liam Gibbs,https://www.premierleague.com/players/69765/Liam-Gibbs/stats?co=1&se=-1
Morgan Gibbs-White,https://www.premierleague.com/players/15259/Morgan-Gibbs-White/stats?co=1&se=-1
Ben Gibson,https://www.premierleague.com/players/9117/Ben-Gibson/stats?co=1&se=-1
Bryan Gil,https://www.premierleague.com/players/55700/Bryan-Gil/stats?co=1&se=-1
Alex Gilbert,https://www.premierleague.com/players/25534/Alex-Gilbert/stats?co=1&se=-1
Ryan Giles,https://www.premierleague.com/players/20081/Ryan-Giles/stats?co=1&se=-1
Mark Gillespie,https://www.premierleague.com/players/8321/Mark-Gillespie/stats?co=1&se=-1
Billy Gilmour,https://www.premierleague.com/players/24221/Billy-Gilmour/stats?co=1&se=-1
Olivier Giroud,https://www.premierleague.com/players/4481/Olivier-Giroud/stats?co=1&se=-1
Ben Godfrey,https://www.premierleague.com/players/10968/Ben-Godfrey/stats?co=1&se=-1
Pierluigi Gollini,https://www.premierleague.com/players/19626/Pierluigi-Gollini/stats?co=1&se=-1
Claudio Gomes,https://www.premierleague.com/players/50989/Claudio-Gomes/stats?co=1&se=-1
Joseph Gomez,https://www.premierleague.com/players/10651/Joseph-Gomez/stats?co=1&se=-1
Charlie Goode,https://www.premierleague.com/players/13702/Charlie-Goode/stats?co=1&se=-1
Lewis Gordon,https://www.premierleague.com/players/51474/Lewis-Gordon/stats?co=1&se=-1
Dan Gosling,https://www.premierleague.com/players/3390/Dan-Gosling/stats?co=1&se=-1
Kamil Grabara,https://www.premierleague.com/players/19909/Kamil-Grabara/stats?co=1&se=-1
Lee Grant,https://www.premierleague.com/players/1870/Lee-Grant/stats?co=1&se=-1
Demarai Gray,https://www.premierleague.com/players/7946/Demarai-Gray/stats?co=1&se=-1
Jack Grealish,https://www.premierleague.com/players/4260/Jack-Grealish/stats?co=1&se=-1
Sam Greenwood,https://www.premierleague.com/players/23911/Sam-Greenwood/stats?co=1&se=-1
Pascal Groß,https://www.premierleague.com/players/22542/Pascal-Gro%C3%9F/stats?co=1&se=-1
Marko Grujic,https://www.premierleague.com/players/13985/Marko-Grujic/stats?co=1&se=-1
Vicente Guaita,https://www.premierleague.com/players/7548/Vicente-Guaita/stats?co=1&se=-1
Jóhann Gudmundsson,https://www.premierleague.com/players/6210/J%C3%B3hann-Gudmundsson/stats?co=1&se=-1
Marc Guéhi,https://www.premierleague.com/players/14569/Marc-Gu%C3%A9hi/stats?co=1&se=-1
Mattéo Guendouzi,https://www.premierleague.com/players/50512/Matt%C3%A9o-Guendouzi/stats?co=1&se=-1
Frédéric Guilbert,https://www.premierleague.com/players/15549/Fr%C3%A9d%C3%A9ric-Guilbert/stats?co=1&se=-1
Ilkay Gündogan,https://www.premierleague.com/players/5101/Ilkay-G%C3%BCndogan/stats?co=1&se=-1
Angus Gunn,https://www.premierleague.com/players/15269/Angus-Gunn/stats?co=1&se=-1
Patrik Gunnarsson,https://www.premierleague.com/players/64148/Patrik-Gunnarsson/stats?co=1&se=-1
Peter Gwargis,https://www.premierleague.com/players/51437/Peter-Gwargis/stats?co=1&se=-1
Viktor Gyökeres,https://www.premierleague.com/players/32728/Viktor-Gy%C3%B6keres/stats?co=1&se=-1
Lewis Hall,https://www.premierleague.com/players/108922/Lewis-Hall/stats?co=1&se=-1
Micah Hamilton,https://www.premierleague.com/players/63841/Micah-Hamilton/stats?co=1&se=-1
Grant Hanley,https://www.premierleague.com/players/3819/Grant-Hanley/stats?co=1&se=-1
Reece Hannam,https://www.premierleague.com/players/15186/Reece-Hannam/stats?co=1&se=-1
Bjorn Hardley,https://www.premierleague.com/players/66722/Bjorn-Hardley/stats?co=1&se=-1
Jack Harrison,https://www.premierleague.com/players/33135/Jack-Harrison/stats?co=1&se=-1
Harrison Sohna,https://www.premierleague.com/players/32998/Harrison-Sohna/stats?co=1&se=-1
Joe Hart,https://www.premierleague.com/players/3143/Joe-Hart/stats?co=1&se=-1
Taylor Harwood-Bellis,https://www.premierleague.com/players/25447/Taylor-Harwood-Bellis/stats?co=1&se=-1
Kortney Hause,https://www.premierleague.com/players/10000/Kortney-Hause/stats?co=1&se=-1
Kai Havertz,https://www.premierleague.com/players/20810/Kai-Havertz/stats?co=1&se=-1
Kaine Hayden,https://www.premierleague.com/players/53074/Kaine-Hayden/stats?co=1&se=-1
Maxwell Haygarth,https://www.premierleague.com/players/51581/Maxwell-Haygarth/stats?co=1&se=-1
Tom Heaton,https://www.premierleague.com/players/2933/Tom-Heaton/stats?co=1&se=-1
Karl Hein,https://www.premierleague.com/players/51917/Karl-Hein/stats?co=1&se=-1
Philip Heise,https://www.premierleague.com/players/47259/Philip-Heise/stats?co=1&se=-1
Hélder Costa,https://www.premierleague.com/players/5064/H%C3%A9lder-Costa/stats?co=1&se=-1
Mark Helm,https://www.premierleague.com/players/51579/Mark-Helm/stats?co=1&se=-1
Stephen Henderson,https://www.premierleague.com/players/3058/Stephen-Henderson/stats?co=1&se=-1
Jeff Hendrick,https://www.premierleague.com/players/8586/Jeff-Hendrick/stats?co=1&se=-1
Wayne Hennessey,https://www.premierleague.com/players/2569/Wayne-Hennessey/stats?co=1&se=-1
Rico Henry,https://www.premierleague.com/players/10947/Rico-Henry/stats?co=1&se=-1
Onel Hernández,https://www.premierleague.com/players/33066/Onel-Hern%C3%A1ndez/stats?co=1&se=-1
James Hillson,https://www.premierleague.com/players/20005/James-Hillson/stats?co=1&se=-1
Leo Fuhr Hjelde,https://www.premierleague.com/players/112246/Leo-Fuhr-Hjelde/stats?co=1&se=-1
Wesley Hoedt,https://www.premierleague.com/players/6194/Wesley-Hoedt/stats?co=1&se=-1
Ki-Jana Hoever,https://www.premierleague.com/players/52951/Ki-Jana-Hoever/stats?co=1&se=-1
Rob Holding,https://www.premierleague.com/players/11575/Rob-Holding/stats?co=1&se=-1
Mason Holgate,https://www.premierleague.com/players/10564/Mason-Holgate/stats?co=1&se=-1
Nathan Holland,https://www.premierleague.com/players/14637/Nathan-Holland/stats?co=1&se=-1
Conor Hourihane,https://www.premierleague.com/players/9377/Conor-Hourihane/stats?co=1&se=-1
Callum Hudson-Odoi,https://www.premierleague.com/players/23702/Callum-Hudson-Odoi/stats?co=1&se=-1
Niall Huggins,https://www.premierleague.com/players/104260/Niall-Huggins/stats?co=1&se=-1
Will Hughes,https://www.premierleague.com/players/8589/Will-Hughes/stats?co=1&se=-1
Joe Hugill,https://www.premierleague.com/players/107835/Joe-Hugill/stats?co=1&se=-1
Joseph Hungbo,https://www.premierleague.com/players/24340/Joseph-Hungbo/stats?co=1&se=-1
Mackenzie Hunt,https://www.premierleague.com/players/43859/Mackenzie-Hunt/stats?co=1&se=-1
Omari Hutchinson,https://www.premierleague.com/players/98300/Omari-Hutchinson/stats?co=1&se=-1
Hwang Hee-Chan,https://www.premierleague.com/players/20337/Hwang-Hee-Chan/stats?co=1&se=-1
Pierre-Emile Højbjerg,https://www.premierleague.com/players/5272/Pierre-Emile-H%C3%B8jbjerg/stats?co=1&se=-1
Adam Idah,https://www.premierleague.com/players/24641/Adam-Idah/stats?co=1&se=-1
Kelechi Iheanacho,https://www.premierleague.com/players/13554/Kelechi-Iheanacho/stats?co=1&se=-1
Danny Ings,https://www.premierleague.com/players/8245/Danny-Ings/stats?co=1&se=-1
Tim Iroegbunam,https://www.premierleague.com/players/66538/Tim-Iroegbunam/stats?co=1&se=-1
Einar Iversen,https://www.premierleague.com/players/24227/Einar-Iversen/stats?co=1&se=-1
Alexander Iwobi,https://www.premierleague.com/players/4717/Alexander-Iwobi/stats?co=1&se=-1
José Izquierdo,https://www.premierleague.com/players/12212/Jos%C3%A9-Izquierdo/stats?co=1&se=-1
Jaroslaw Jach,https://www.premierleague.com/players/33056/Jaroslaw-Jach/stats?co=1&se=-1
Alireza Jahanbakhsh,https://www.premierleague.com/players/15480/Alireza-Jahanbakhsh/stats?co=1&se=-1
Eldin Jakupovic,https://www.premierleague.com/players/4786/Eldin-Jakupovic/stats?co=1&se=-1
Reece James,https://www.premierleague.com/players/14571/Reece-James/stats?co=1&se=-1
Vitaly Janelt,https://www.premierleague.com/players/23194/Vitaly-Janelt/stats?co=1&se=-1
Alexandre Jankewitz,https://www.premierleague.com/players/52931/Alexandre-Jankewitz/stats?co=1&se=-1
Pontus Jansson,https://www.premierleague.com/players/12847/Pontus-Jansson/stats?co=1&se=-1
Vítezslav Jaros,https://www.premierleague.com/players/24807/V%C3%ADtezslav-Jaros/stats?co=1&se=-1
Taylor Jay-Hart,https://www.premierleague.com/players/98303/Taylor-Jay-Hart/stats?co=1&se=-1
Julian Jeanvier,https://www.premierleague.com/players/51085/Julian-Jeanvier/stats?co=1&se=-1
Jack Jenkins,https://www.premierleague.com/players/69289/Jack-Jenkins/stats?co=1&se=-1
Teddy Jenks,https://www.premierleague.com/players/24723/Teddy-Jenks/stats?co=1&se=-1
Mathias Jensen,https://www.premierleague.com/players/49726/Mathias-Jensen/stats?co=1&se=-1
Jeong Sang-Bin,https://www.premierleague.com/players/122872/Jeong-Sang-Bin/stats?co=1&se=-1
Raúl Jiménez,https://www.premierleague.com/players/11071/Ra%C3%BAl-Jim%C3%A9nez/stats?co=1&se=-1
João Cancelo,https://www.premierleague.com/players/5051/Jo%C3%A3o-Cancelo/stats?co=1&se=-1
João Moutinho,https://www.premierleague.com/players/11259/Jo%C3%A3o-Moutinho/stats?co=1&se=-1
João Pedro,https://www.premierleague.com/players/72371/Jo%C3%A3o-Pedro/stats?co=1&se=-1
João Virgínia,https://www.premierleague.com/players/14428/Jo%C3%A3o-Virg%C3%ADnia/stats?co=1&se=-1
Joelinton,https://www.premierleague.com/players/20607/Joelinton/stats?co=1&se=-1
Kyle John,https://www.premierleague.com/players/23743/Kyle-John/stats?co=1&se=-1
Tyreece John-Jules,https://www.premierleague.com/players/19880/Tyreece-John-Jules/stats?co=1&se=-1
Ben Johnson,https://www.premierleague.com/players/15212/Ben-Johnson/stats?co=1&se=-1
Curtis Jones,https://www.premierleague.com/players/23815/Curtis-Jones/stats?co=1&se=-1
Jonny,https://www.premierleague.com/players/20277/Jonny/stats?co=1&se=-1
Jorginho,https://www.premierleague.com/players/5682/Jorginho/stats?co=1&se=-1
José Sá,https://www.premierleague.com/players/15715/Jos%C3%A9-S%C3%A1/stats?co=1&se=-1
James Justin,https://www.premierleague.com/players/13515/James-Justin/stats?co=1&se=-1
Ozan Kabak,https://www.premierleague.com/players/50165/Ozan-Kabak/stats?co=1&se=-1
Christian Kabasele,https://www.premierleague.com/players/19605/Christian-Kabasele/stats?co=1&se=-1
Lovre Kalinic,https://www.premierleague.com/players/21611/Lovre-Kalinic/stats?co=1&se=-1
Samuel Kalu,https://www.premierleague.com/players/21714/Samuel-Kalu/stats?co=1&se=-1
Hassane Kamara,https://www.premierleague.com/players/54900/Hassane-Kamara/stats?co=1&se=-1
Harry Kane,https://www.premierleague.com/players/3960/Harry-Kane/stats?co=1&se=-1
N'Golo Kanté,https://www.premierleague.com/players/13492/N'Golo-Kant%C3%A9/stats?co=1&se=-1
Michal Karbownik,https://www.premierleague.com/players/108973/Michal-Karbownik/stats?co=1&se=-1
Loris Karius,https://www.premierleague.com/players/19600/Loris-Karius/stats?co=1&se=-1
Hayao Kawabe,https://www.premierleague.com/players/122118/Hayao-Kawabe/stats?co=1&se=-1
Edo Kayembe,https://www.premierleague.com/players/32298/Edo-Kayembe/stats?co=1&se=-1
Kayky,https://www.premierleague.com/players/120096/Kayky/stats?co=1&se=-1
Moise Kean,https://www.premierleague.com/players/20958/Moise-Kean/stats?co=1&se=-1
Michael Keane,https://www.premierleague.com/players/4333/Michael-Keane/stats?co=1&se=-1
Naby Keïta,https://www.premierleague.com/players/12316/Naby-Ke%C3%AFta/stats?co=1&se=-1
Caoimhin Kelleher,https://www.premierleague.com/players/14723/Caoimhin-Kelleher/stats?co=1&se=-1
Martin Kelly,https://www.premierleague.com/players/3644/Martin-Kelly/stats?co=1&se=-1
Kenedy,https://www.premierleague.com/players/13285/Kenedy/stats?co=1&se=-1
Nohan Kenneh,https://www.premierleague.com/players/98279/Nohan-Kenneh/stats?co=1&se=-1
Jonjoe Kenny,https://www.premierleague.com/players/10449/Jonjoe-Kenny/stats?co=1&se=-1
Reda Khadra,https://www.premierleague.com/players/67899/Reda-Khadra/stats?co=1&se=-1
Kiko Casilla,https://www.premierleague.com/players/16793/Kiko-Casilla/stats?co=1&se=-1
Maximilian Kilman,https://www.premierleague.com/players/13522/Maximilian-Kilman/stats?co=1&se=-1
Joshua King,https://www.premierleague.com/players/3926/Joshua-King/stats?co=1&se=-1
Nya Kirby,https://www.premierleague.com/players/15134/Nya-Kirby/stats?co=1&se=-1
Kristoffer Klaesson,https://www.premierleague.com/players/23152/Kristoffer-Klaesson/stats?co=1&se=-1
Mateusz Klich,https://www.premierleague.com/players/13089/Mateusz-Klich/stats?co=1&se=-1
Timm Klose,https://www.premierleague.com/players/12891/Timm-Klose/stats?co=1&se=-1
